"sample1","sample2","geo","PCA1","PCA2","PCA3"
"16","2",4020379.15693013,10.3342083649926,0.907759889981049,1.33086988855012
"17","2",4501775.8769138,7.68607246987865,0.408584002742978,1.73963850452533
"1","3",389527.478913233,1.30600499887501,2.50828782680314,2.50023925543687
"2","3",315406.031898545,1.08409685585817,1.55366103333951,0.667568736465514
"3","3",0,0,0,0
"4","3",455625.246201749,3.00956720472164,2.01708608891742,2.27558954890788
"5","3",521094.615412846,2.16884009891146,0.715064234774068,2.31162242885619
"6","3",629123.605185607,1.52751286697655,2.16107615517555,0.448008291886974
"7","3",937673.618945689,3.80159996195535,4.55982677828039,0.256599764417885
"8","3",1200624.08120458,6.00283060778262,3.79366746790635,1.30492446277126
"9","3",1797266.3278097,6.12707154698396,3.30412631048611,2.07931035604006
"10","3",1819422.68000795,6.03564072156249,3.68733599254747,2.3741195186085
"11","3",1880133.60132394,5.85603430413468,2.70304616349551,0.0391681818886947
"12","3",2898801.49066255,5.15358617933927,1.0134249659865,2.56745438064346
"13","3",3036215.34715948,8.18657312172483,1.48771995639415,1.16551371953458
"14","3",3128898.3628345,8.14438894150643,2.70537967925042,0.465023725376744
"15","3",3276527.520437,7.54875074862907,1.18849460699943,1.27387294125038
"16","3",3705090.29290106,9.25011150913443,2.46142092332056,0.663301152084601
"17","3",4186487.01288473,6.60197561402048,1.14507703059653,1.07206976805981
"1","4",845035.557245506,4.31557220359665,4.52537391572057,4.77582880434474
"2","4",770914.110230818,4.09366406057981,3.57074712225694,2.94315828537339
"3","4",455625.246201749,3.00956720472164,2.01708608891742,2.27558954890788
"4","4",0,0,0,0
"5","4",249570.526522633,0.840727105810181,2.73215032369149,0.0360328799483121
"6","4",308128.932172725,1.48205433774509,0.143990066258131,2.72359784079485
"7","4",488782.410139953,0.79203275723371,2.54274068936297,2.53218931332576
"8","4",751732.872398844,2.99326340306098,1.77658137898893,0.970665086136618
"9","4",1348375.11900397,3.11750434226233,1.28704022156869,4.35489990494794
"10","4",1370531.47120221,3.02607351684085,1.67024990363005,4.64970906751637
"11","4",1431242.3925182,2.84646709941304,0.685960074578086,2.23642136701918
"12","4",2449910.28185681,2.14401897461763,1.00366112293092,4.84304392955133
"13","4",2587324.13835374,5.17700591700319,3.50480604531157,3.44110326844246
"14","4",2680007.15402876,5.1348217367848,4.72246576816784,2.74061327428462
"15","4",2827636.31163127,4.53918354390743,3.20558069591685,3.54946249015826
"16","4",3256199.08409533,6.2405443044128,4.47850701223798,1.61228839682328
"17","4",3737595.80407899,3.59240840929884,3.16216311951396,1.20351978084806
"1","5",910504.926456603,3.47484509778647,1.79322359202908,4.81186168429305
"2","5",836383.479441914,3.25293695476963,0.838596798565444,2.9791911653217
"3","5",521094.615412846,2.16884009891146,0.715064234774068,2.31162242885619
"4","5",249570.526522633,0.840727105810181,2.73215032369149,0.0360328799483121
"5","5",0,0,0,0
"6","5",108349.815180251,0.641327231934905,2.87614038994962,2.75963072074316
"7","5",498240.560488619,1.63275986304389,5.27489101305446,2.56822219327407
"8","5",735982.321311687,3.83399050887116,4.50873170268042,1.00669796608493
"9","5",1282216.04660262,3.95823144807251,4.01919054526018,4.39093278489625
"10","5",1304372.39880087,3.86680062265104,4.40240022732154,4.68574194746469
"11","5",1365083.32011686,3.68719420522322,3.41811039826958,2.27245424696749
"12","5",2383751.20945547,2.98474608042782,1.72848920076057,4.87907680949964
"13","5",2521165.0659524,6.01773302281337,0.772655721620082,3.47713614839077
"14","5",2613848.08162742,5.97554884259498,1.99031544447635,2.77664615423293
"15","5",2761477.23922993,5.37991064971761,0.473430372225361,3.58549537010657
"16","5",3190040.01169399,7.08127141022298,1.74635668854649,1.64832127677159
"17","5",3671436.73167765,4.43313551510902,0.430012795822466,1.23955266079637
"1","6",1018533.91622937,2.83351786585156,4.6693639819787,2.05223096354989
"2","6",944412.469214676,2.61160972283472,3.71473718851507,0.21956044457854
"3","6",629123.605185607,1.52751286697655,2.16107615517555,0.448008291886974
"4","6",308128.932172725,1.48205433774509,0.143990066258131,2.72359784079485
"5","6",108349.815180251,0.641327231934905,2.87614038994962,2.75963072074316
"6","6",0,0,0,0
"7","6",438041.824379245,2.2740870949788,2.39875062310484,0.191408527469089
"8","6",675524.120985608,4.47531774080607,1.6325913127308,1.75293275465823
"9","6",1175574.66751242,4.59955868000741,1.14305015531056,1.63130206415309
"10","6",1197731.01971067,4.50812785458594,1.52625983737192,1.92611122672152
"11","6",1258441.94102666,4.32852143715812,0.541970008319955,0.487176473775669
"12","6",2277109.83036527,3.62607331236272,1.14765118918905,2.11944608875648
"13","6",2414523.6868622,6.65906025474828,3.6487961115697,0.717505427647608
"14","6",2507206.70253722,6.61687607452988,4.86645583442597,0.0170154334897699
"15","6",2654835.86013973,6.02123788165252,3.34957076217498,0.825864649363405
"16","6",3083398.63260378,7.72259864215788,4.62249707849612,1.11130944397157
"17","6",3564795.35258745,5.07446274704393,3.30615318577209,1.52007805994679
"1","7",1327083.92998945,5.10760496083036,7.06811460508354,2.24363949101898
"2","7",1252962.48297476,4.88569681781352,6.1134878116199,0.410968972047629
"3","7",937673.618945689,3.80159996195535,4.55982677828039,0.256599764417885
"4","7",488782.410139953,0.79203275723371,2.54274068936297,2.53218931332576
"5","7",498240.560488619,1.63275986304389,5.27489101305446,2.56822219327407
"6","7",438041.824379245,2.2740870949788,2.39875062310484,0.191408527469089
"7","7",0,0,0,0
"8","7",263171.179823237,2.20123064582727,0.766159310374038,1.56152422718914
"9","7",859824.486315221,2.32547158502862,1.25570046779428,1.82271059162217
"10","7",881980.838513464,2.23404075960715,0.872490785732919,2.11751975419061
"11","7",942691.759829455,2.05443434217933,1.85678061478488,0.29576794630658
"12","7",1961359.64916807,1.35198621738392,3.54640181229389,2.31085461622557
"13","7",2098773.505665,4.38497315976948,6.04754673467454,0.908913955116697
"14","7",2191456.52134002,4.34278897955109,7.26520645753081,0.208423960958858
"15","7",2339085.67894252,3.74715078667372,5.74832138527982,1.01727317683249
"16","7",2767648.45140658,5.44851154717909,7.02124770160095,0.919900916502486
"17","7",3249045.17139025,2.80037565206513,5.70490380887692,1.3286695324777
"1","8",1590034.39224834,7.30883560665763,6.3019552947095,3.80516371820812
"2","8",1515912.94523365,7.08692746364079,5.34732850124587,1.97249319923677
"3","8",1200624.08120458,6.00283060778262,3.79366746790635,1.30492446277126
"4","8",751732.872398844,2.99326340306098,1.77658137898893,0.970665086136618
"5","8",735982.321311687,3.83399050887116,4.50873170268042,1.00669796608493
"6","8",675524.120985608,4.47531774080607,1.6325913127308,1.75293275465823
"7","8",263171.179823237,2.20123064582727,0.766159310374038,1.56152422718914
"8","8",0,0,0,0
"9","8",596734.393430603,0.124240939201345,0.48954115742024,3.38423481881132
"10","8",618890.745628846,0.0328101137798731,0.106331475358881,3.67904398137976
"11","8",679601.666944837,0.146796303647944,1.09062130441084,1.26575628088256
"12","8",1698269.55628345,0.849244428443348,2.78024250191985,3.87237884341471
"13","8",1835683.41278038,2.18374251394221,5.2813874243005,2.47043818230584
"14","8",1928366.4284554,2.14155833372381,6.49904714715677,1.769948188148
"15","8",2075995.58605791,1.54592014084645,4.98216207490578,2.57879740402164
"16","8",2504558.35852196,3.24728090135182,6.25508839122691,0.641623310686658
"17","8",2985955.07850563,0.599145006237858,4.93874449850289,0.232854694711445
"1","9",2186676.63885346,7.43307654585898,5.81241413728926,0.420928899396806
"2","9",2112555.19183877,7.21116840284214,4.85778734382562,1.41174161957454
"3","9",1797266.3278097,6.12707154698396,3.30412631048611,2.07931035604006
"4","9",1348375.11900397,3.11750434226233,1.28704022156869,4.35489990494794
"5","9",1282216.04660262,3.95823144807251,4.01919054526018,4.39093278489625
"6","9",1175574.66751242,4.59955868000741,1.14305015531056,1.63130206415309
"7","9",859824.486315221,2.32547158502862,1.25570046779428,1.82271059162217
"8","9",596734.393430603,0.124240939201345,0.48954115742024,3.38423481881132
"9","9",0,0,0,0
"10","9",22156.3521982433,0.091430825421472,0.383209682061359,0.294809162568439
"11","9",82867.2735142337,0.271037242849289,0.601080146990604,2.11847853792875
"12","9",1242541.8289091,0.973485367644693,2.29070134449961,0.488144024603396
"13","9",1379955.68540603,2.05950157474086,4.79184626688026,0.913796636505477
"14","9",1472638.70108105,2.01731739452247,6.00950598973653,1.61428663066332
"15","9",1620267.85868355,1.4216792016451,4.49262091748554,0.80543741478968
"16","9",2048830.63114761,3.12303996215047,5.76554723380667,2.74261150812466
"17","9",2530227.35113127,0.474904067036513,4.44920334108265,3.15138012409987
"1","10",2208832.9910517,7.3416457204375,6.19562381935062,0.126119736828367
"2","10",2134711.54403701,7.11973757742066,5.24099702588698,1.70655078214298
"3","10",1819422.68000795,6.03564072156249,3.68733599254747,2.3741195186085
"4","10",1370531.47120221,3.02607351684085,1.67024990363005,4.64970906751637
"5","10",1304372.39880087,3.86680062265104,4.40240022732154,4.68574194746469
"6","10",1197731.01971067,4.50812785458594,1.52625983737192,1.92611122672152
"7","10",881980.838513464,2.23404075960715,0.872490785732919,2.11751975419061
"8","10",618890.745628846,0.0328101137798731,0.106331475358881,3.67904398137976
"9","10",22156.3521982433,0.091430825421472,0.383209682061359,0.294809162568439
"10","10",0,0,0,0
"11","10",66077.1497525185,0.179606417427817,0.984289829051963,2.41328770049719
"12","10",1259365.82390818,0.882054542223221,2.67391102656097,0.193334862034957
"13","10",1396779.68040511,2.15093240016234,5.17505594894162,1.20860579907392
"14","10",1489462.69608013,2.10874821994394,6.39271567179789,1.90909579323175
"15","10",1637091.85368263,1.51311002706658,4.8758305995469,1.10024657735812
"16","10",2065654.62614669,3.21447078757194,6.14875691586803,3.0374206706931
"17","10",2547051.34613035,0.566334892457985,4.83241302314401,3.44618928666831
"1","11",2269543.91236769,7.16203930300969,5.21133399029865,2.53940743732556
"2","11",2195422.46535301,6.94013115999285,4.25670719683502,0.706736918354209
"3","11",1880133.60132394,5.85603430413468,2.70304616349551,0.0391681818886947
"4","11",1431242.3925182,2.84646709941304,0.685960074578086,2.23642136701918
"5","11",1365083.32011686,3.68719420522322,3.41811039826958,2.27245424696749
"6","11",1258441.94102666,4.32852143715812,0.541970008319955,0.487176473775669
"7","11",942691.759829455,2.05443434217933,1.85678061478488,0.29576794630658
"8","11",679601.666944837,0.146796303647944,1.09062130441084,1.26575628088256
"9","11",82867.2735142337,0.271037242849289,0.601080146990604,2.11847853792875
"10","11",66077.1497525185,0.179606417427817,0.984289829051963,2.41328770049719
"11","11",0,0,0,0
"12","11",1325409.10242333,0.702448124795404,1.68962119750901,2.60662256253215
"13","11",1462822.95892026,2.33053881759015,4.19076611988966,1.20468190142328
"14","11",1555505.97459528,2.28835463737176,5.40842584274593,0.504191907265438
"15","11",1703135.13219778,1.69271644449439,3.89154077049494,1.31304112313907
"16","11",2131697.90466184,3.39407720499976,5.16446708681607,0.624132970195906
"17","11",2613094.62464551,0.745941309885802,3.84812319409204,1.03290158617112
"1","12",3288211.80170631,6.45959117821428,3.52171279278965,0.06721512520659
"2","12",3214090.35469162,6.23768303519744,2.56708599932602,1.89988564417794
"3","12",2898801.49066255,5.15358617933927,1.0134249659865,2.56745438064346
"4","12",2449910.28185681,2.14401897461763,1.00366112293092,4.84304392955133
"5","12",2383751.20945547,2.98474608042782,1.72848920076057,4.87907680949964
"6","12",2277109.83036527,3.62607331236272,1.14765118918905,2.11944608875648
"7","12",1961359.64916807,1.35198621738392,3.54640181229389,2.31085461622557
"8","12",1698269.55628345,0.849244428443348,2.78024250191985,3.87237884341471
"9","12",1242541.8289091,0.973485367644693,2.29070134449961,0.488144024603396
"10","12",1259365.82390818,0.882054542223221,2.67391102656097,0.193334862034957
"11","12",1325409.10242333,0.702448124795404,1.68962119750901,2.60662256253215
"12","12",0,0,0,0
"13","12",488182.453719976,3.03298694238556,2.50114492238065,1.40194066110887
"14","12",497391.332766274,2.99080276216716,3.71880464523692,2.10243065526671
"15","12",602952.056366755,2.3951645692898,2.20191957298593,1.29358143939308
"16","12",1011033.18980637,4.09652532979516,3.47484588930706,3.23075553272806
"17","12",1492429.90979003,1.44838943468121,2.15850199658304,3.63952414870327
"1","13",3425625.65820324,9.49257812059984,1.02056787040899,1.33472553590228
"2","13",3351504.21118855,9.270669977583,0.0659410769453621,0.497944983069068
"3","13",3036215.34715948,8.18657312172483,1.48771995639415,1.16551371953458
"4","13",2587324.13835374,5.17700591700319,3.50480604531157,3.44110326844246
"5","13",2521165.0659524,6.01773302281337,0.772655721620082,3.47713614839077
"6","13",2414523.6868622,6.65906025474828,3.6487961115697,0.717505427647608
"7","13",2098773.505665,4.38497315976948,6.04754673467454,0.908913955116697
"8","13",1835683.41278038,2.18374251394221,5.2813874243005,2.47043818230584
"9","13",1379955.68540603,2.05950157474086,4.79184626688026,0.913796636505477
"10","13",1396779.68040511,2.15093240016234,5.17505594894162,1.20860579907392
"11","13",1462822.95892026,2.33053881759015,4.19076611988966,1.20468190142328
"12","13",488182.453719976,3.03298694238556,2.50114492238065,1.40194066110887
"13","13",0,0,0,0
"14","13",92683.0156750202,0.0421841802183942,1.21765972285627,0.700489994157838
"15","13",240312.173277524,0.637822373095759,0.299225349394721,0.108359221715797
"16","13",668874.945741583,1.06353838740961,0.973700966926411,1.82881487161918
"17","13",1150271.66572524,1.58459750770435,0.342642925797616,2.2375834875944
"1","14",3518308.67387826,9.45039394038144,0.197091852447272,2.03521553006012
"2","14",3444187.22686357,9.2284857973646,1.15171864591091,0.202545011088771
"3","14",3128898.3628345,8.14438894150643,2.70537967925042,0.465023725376744
"4","14",2680007.15402876,5.1348217367848,4.72246576816784,2.74061327428462
"5","14",2613848.08162742,5.97554884259498,1.99031544447635,2.77664615423293
"6","14",2507206.70253722,6.61687607452988,4.86645583442597,0.0170154334897699
"7","14",2191456.52134002,4.34278897955109,7.26520645753081,0.208423960958858
"8","14",1928366.4284554,2.14155833372381,6.49904714715677,1.769948188148
"9","14",1472638.70108105,2.01731739452247,6.00950598973653,1.61428663066332
"10","14",1489462.69608013,2.10874821994394,6.39271567179789,1.90909579323175
"11","14",1555505.97459528,2.28835463737176,5.40842584274593,0.504191907265438
"12","14",497391.332766274,2.99080276216716,3.71880464523692,2.10243065526671
"13","14",92683.0156750202,0.0421841802183942,1.21765972285627,0.700489994157838
"14","14",0,0,0,0
"15","14",147629.157602504,0.595638192877365,1.51688507225099,0.808849215873635
"16","14",576191.930066563,1.105722567628,0.243958755929856,1.12832487746134
"17","14",1057588.65005022,1.54241332748596,1.56030264865388,1.53709349343656
"1","15",3665937.83148076,8.85475574750408,1.31979321980372,1.22636631418649
"2","15",3591816.38446607,8.63284760448724,0.365166426340083,0.606304204784865
"3","15",3276527.520437,7.54875074862907,1.18849460699943,1.27387294125038
"4","15",2827636.31163127,4.53918354390743,3.20558069591685,3.54946249015826
"5","15",2761477.23922993,5.37991064971761,0.473430372225361,3.58549537010657
"6","15",2654835.86013973,6.02123788165252,3.34957076217498,0.825864649363405
"7","15",2339085.67894252,3.74715078667372,5.74832138527982,1.01727317683249
"8","15",2075995.58605791,1.54592014084645,4.98216207490578,2.57879740402164
"9","15",1620267.85868355,1.4216792016451,4.49262091748554,0.80543741478968
"10","15",1637091.85368263,1.51311002706658,4.8758305995469,1.10024657735812
"11","15",1703135.13219778,1.69271644449439,3.89154077049494,1.31304112313907
"12","15",602952.056366755,2.3951645692898,2.20191957298593,1.29358143939308
"13","15",240312.173277524,0.637822373095759,0.299225349394721,0.108359221715797
"14","15",147629.157602504,0.595638192877365,1.51688507225099,0.808849215873635
"15","15",0,0,0,0
"16","15",428719.643465883,1.70136076050537,1.27292631632113,1.93717409333498
"17","15",910116.363449545,0.946775134608591,0.043417576402895,2.34594270931019
"1","16",4094500.60394482,10.5561165080094,0.0468669034825839,3.16354040752147
"2","16",4020379.15693013,10.3342083649926,0.907759889981049,1.33086988855012
"3","16",3705090.29290106,9.25011150913443,2.46142092332056,0.663301152084601
"4","16",3256199.08409533,6.2405443044128,4.47850701223798,1.61228839682328
"5","16",3190040.01169399,7.08127141022298,1.74635668854649,1.64832127677159
"6","16",3083398.63260378,7.72259864215788,4.62249707849612,1.11130944397157
"7","16",2767648.45140658,5.44851154717909,7.02124770160095,0.919900916502486
"8","16",2504558.35852196,3.24728090135182,6.25508839122691,0.641623310686658
"9","16",2048830.63114761,3.12303996215047,5.76554723380667,2.74261150812466
"10","16",2065654.62614669,3.21447078757194,6.14875691586803,3.0374206706931
"11","16",2131697.90466184,3.39407720499976,5.16446708681607,0.624132970195906
"12","16",1011033.18980637,4.09652532979516,3.47484588930706,3.23075553272806
"13","16",668874.945741583,1.06353838740961,0.973700966926411,1.82881487161918
"14","16",576191.930066563,1.105722567628,0.243958755929856,1.12832487746134
"15","16",428719.643465883,1.70136076050537,1.27292631632113,1.93717409333498
"16","16",0,0,0,0
"17","16",481584.83153536,2.64813589511396,1.31634389272403,0.408768615975213
"1","17",4575897.32392849,7.90798061289549,1.36321079620661,3.57230902349668
"2","17",4501775.8769138,7.68607246987865,0.408584002742978,1.73963850452533
"3","17",4186487.01288473,6.60197561402048,1.14507703059653,1.07206976805981
"4","17",3737595.80407899,3.59240840929884,3.16216311951396,1.20351978084806
"5","17",3671436.73167765,4.43313551510902,0.430012795822466,1.23955266079637
"6","17",3564795.35258745,5.07446274704393,3.30615318577209,1.52007805994679
"7","17",3249045.17139025,2.80037565206513,5.70490380887692,1.3286695324777
"8","17",2985955.07850563,0.599145006237858,4.93874449850289,0.232854694711445
"9","17",2530227.35113127,0.474904067036513,4.44920334108265,3.15138012409987
"10","17",2547051.34613035,0.566334892457985,4.83241302314401,3.44618928666831
"11","17",2613094.62464551,0.745941309885802,3.84812319409204,1.03290158617112
"12","17",1492429.90979003,1.44838943468121,2.15850199658304,3.63952414870327
"13","17",1150271.66572524,1.58459750770435,0.342642925797616,2.2375834875944
"14","17",1057588.65005022,1.54241332748596,1.56030264865388,1.53709349343656
"15","17",910116.363449545,0.946775134608591,0.043417576402895,2.34594270931019
"16","17",481584.83153536,2.64813589511396,1.31634389272403,0.408768615975213
"17","17",0,0,0,0
