"sample1","sample2","geo","PC1","PC2","PC3"
"2","6",1252962.48297476,4.93839990970952,5.94960721341521,0.196173283900075
"3","6",488782.410139953,0.778777987295655,2.37012301940639,2.53781465776381
"4","6",498240.560488619,1.65686051635691,5.12663867082077,3.05811338295511
"5","6",438041.824379246,2.26326980014879,2.37049322192334,0.119751832519061
"6","6",0,0,0,0
"7","6",263171.179823237,2.1800695690886,0.760773643775744,1.55651630153515
"8","6",881980.838513467,2.18484227031973,1.10388804121837,1.94675800890558
"9","6",1961359.64916807,1.27358893657448,3.69402599041734,2.09465545584643
"10","6",2339085.67894253,3.58839758339156,5.86965027309471,0.91805008940636
"1","7",1590034.39224833,7.40497190454411,6.20293401009696,3.15573412344756
"2","7",1515912.94523365,7.11846947879812,5.18883356963947,1.36034301763507
"3","7",751732.872398842,2.95884755638425,1.60934937563064,0.981298356228657
"4","7",735982.321311688,3.83693008544551,4.36586502704503,1.50159708141996
"5","7",675524.120985608,4.44333936923739,1.60971957814759,1.43676446901609
"6","7",263171.179823237,2.1800695690886,0.760773643775744,1.55651630153515
"7","7",0,0,0,0
"8","7",618890.745628847,0.00477270123113405,0.343114397442626,3.50327431044072
"9","7",1698269.55628346,0.906480632514113,2.9332523466416,3.65117175738157
"10","7",2075995.58605791,1.40832801430297,5.10887662931897,2.47456639094151
"1","8",2208832.9910517,7.40974460577525,5.85981961265434,0.347540186993169
"2","8",2134711.54403702,7.12324218002925,4.84571917219684,2.14293129280565
"3","8",1370531.47120221,2.96362025761539,1.26623497818802,4.48457266666938
"4","8",1304372.39880087,3.84170278667664,4.02275062960241,5.00487139186069
"5","8",1197731.01971067,4.44811207046852,1.26660518070497,2.06650984142464
"6","8",881980.838513467,2.18484227031973,1.10388804121837,1.94675800890558
"7","8",618890.745628847,0.00477270123113405,0.343114397442626,3.50327431044072
"8","8",0,0,0,0
"9","8",1259365.82390818,0.911253333745247,2.59013794919897,0.147897446940851
"10","8",1637091.85368263,1.40355531307183,4.76576223187634,1.02870791949922
"1","9",3288211.80170631,6.49849127203,3.26968166345536,0.49543763393402
"2","9",3214090.35469162,6.21198884628401,2.25558122299787,2.2908287397465
"3","9",2449910.28185682,2.05236692387014,1.32390297101096,4.63247011361023
"4","9",2383751.20945548,2.9304494529314,1.43261268040343,5.15276883880154
"5","9",2277109.83036528,3.53685873672327,1.32353276849401,2.21440728836549
"6","9",1961359.64916807,1.27358893657448,3.69402599041734,2.09465545584643
"7","9",1698269.55628346,0.906480632514113,2.9332523466416,3.65117175738157
"8","9",1259365.82390818,0.911253333745247,2.59013794919897,0.147897446940851
"9","9",0,0,0,0
"10","9",602952.056366756,2.31480864681708,2.17562428267737,1.17660536644007
"1","10",3665937.83148077,8.81329991884708,1.09405738077799,0.681167732506047
"2","10",3591816.38446608,8.52679749310109,0.0799569403204961,1.11422337330643
"3","10",2827636.31163127,4.36717557068722,3.49952725368833,3.45586474717016
"4","10",2761477.23922993,5.24525809974848,0.743011602273939,3.97616347236147
"5","10",2654835.86013973,5.85166738354035,3.49915705117138,1.03780192192542
"6","10",2339085.67894253,3.58839758339156,5.86965027309471,0.91805008940636
"7","10",2075995.58605791,1.40832801430297,5.10887662931897,2.47456639094151
"8","10",1637091.85368263,1.40355531307183,4.76576223187634,1.02870791949922
"9","10",602952.056366756,2.31480864681708,2.17562428267737,1.17660536644007
"10","10",0,0,0,0
