"sample1","sample2","geo","PC1","PC2","PC3"
"8","5",1961359.64916807,1.27358893657448,3.69402599041734,2.09465545584643
"9","5",2191456.52134002,4.16525946173553,7.3562285764265,0.111565661617511
"10","5",2339085.67894253,3.58839758339156,5.86965027309471,0.91805008940636
"11","5",2767648.45140659,5.25712296941619,7.07447331733176,0.961453170256689
"1","6",2208832.9910517,7.40974460577525,5.85981961265434,0.347540186993169
"2","6",2134711.54403702,7.12324218002925,4.84571917219684,2.14293129280565
"3","6",1370531.47120221,2.96362025761539,1.26623497818802,4.48457266666938
"4","6",1197731.01971067,4.44811207046852,1.26660518070497,2.06650984142464
"5","6",881980.838513467,2.18484227031973,1.10388804121837,1.94675800890558
"6","6",0,0,0,0
"7","6",66077.1497525188,0.208487982657535,0.824117392048406,2.2493281953127
"8","6",1259365.82390818,0.911253333745247,2.59013794919897,0.147897446940851
"9","6",1489462.69608013,1.98041719141579,6.25234053520813,2.05832367052309
"10","6",1637091.85368263,1.40355531307183,4.76576223187634,1.02870791949922
"11","6",2065654.62614669,3.07228069909646,5.97058527611339,2.90821117916227
"1","7",2269543.91236769,7.20125662311771,5.03570222060593,1.90178800831953
"2","7",2195422.46535301,6.91475419737172,4.02160178014843,0.106396902507046
"3","7",1431242.3925182,2.75513227495785,0.44211758613961,2.23524447135668
"4","7",1258441.94102666,4.23962408781099,0.442487788656562,0.182818353888059
"5","7",942691.759829457,1.9763542876622,1.92800543326678,0.302570186407121
"6","7",66077.1497525188,0.208487982657535,0.824117392048406,2.2493281953127
"7","7",0,0,0,0
"8","7",1325409.10242333,0.702765351087712,1.76602055715057,2.39722564225355
"9","7",1555505.97459528,2.18890517407333,5.42822314315972,0.191004524789609
"10","7",1703135.13219778,1.61204329572937,3.94164483982794,1.22062027581348
"11","7",2131697.90466184,3.280768681754,5.14646788406499,0.658882983849569
"1","8",3288211.80170631,6.49849127203,3.26968166345536,0.49543763393402
"2","8",3214090.35469162,6.21198884628401,2.25558122299787,2.2908287397465
"3","8",2449910.28185682,2.05236692387014,1.32390297101096,4.63247011361023
"4","8",2277109.83036528,3.53685873672327,1.32353276849401,2.21440728836549
"5","8",1961359.64916807,1.27358893657448,3.69402599041734,2.09465545584643
"6","8",1259365.82390818,0.911253333745247,2.59013794919897,0.147897446940851
"7","8",1325409.10242333,0.702765351087712,1.76602055715057,2.39722564225355
"8","8",0,0,0,0
"9","8",497391.332766274,2.89167052516104,3.66220258600915,2.20622111746394
"10","8",602952.056366756,2.31480864681708,2.17562428267737,1.17660536644007
"11","8",1011033.18980637,3.98353403284171,3.38044732691442,3.05610862610312
"1","9",3518308.67387826,9.39016179719104,0.392520922553788,1.71078348352992
"2","9",3444187.22686357,9.10365937144505,1.40662136301129,0.0846076222825631
"3","9",2680007.15402877,4.94403744903118,4.98610555702011,2.42624899614629
"4","9",2507206.70253722,6.42852926188431,4.98573535450316,0.00818617090154991
"5","9",2191456.52134002,4.16525946173553,7.3562285764265,0.111565661617511
"6","9",1489462.69608013,1.98041719141579,6.25234053520813,2.05832367052309
"7","9",1555505.97459528,2.18890517407333,5.42822314315972,0.191004524789609
"8","9",497391.332766274,2.89167052516104,3.66220258600915,2.20622111746394
"9","9",0,0,0,0
"10","9",147629.157602504,0.576861878343962,1.48657830333178,1.02961575102387
"11","9",576191.930066564,1.09186350768067,0.281755259094735,0.849887508639178
"1","10",3665937.83148077,8.81329991884708,1.09405738077799,0.681167732506047
"2","10",3591816.38446608,8.52679749310109,0.0799569403204961,1.11422337330643
"3","10",2827636.31163127,4.36717557068722,3.49952725368833,3.45586474717016
"4","10",2654835.86013973,5.85166738354035,3.49915705117138,1.03780192192542
"5","10",2339085.67894253,3.58839758339156,5.86965027309471,0.91805008940636
"6","10",1637091.85368263,1.40355531307183,4.76576223187634,1.02870791949922
"7","10",1703135.13219778,1.61204329572937,3.94164483982794,1.22062027581348
"8","10",602952.056366756,2.31480864681708,2.17562428267737,1.17660536644007
"9","10",147629.157602504,0.576861878343962,1.48657830333178,1.02961575102387
"10","10",0,0,0,0
"11","10",428719.643465884,1.66872538602463,1.20482304423705,1.87950325966305
"1","11",4094500.60394483,10.4820253048717,0.110765663459053,2.5606709921691
"2","11",4020379.15693014,10.1955228791257,1.12486610391655,0.765279886356615
"3","11",3256199.08409533,6.03590095671185,4.70435029792537,1.57636148750712
"4","11",3083398.63260379,7.52039276956498,4.70398009540842,0.841701337737628
"5","11",2767648.45140659,5.25712296941619,7.07447331733176,0.961453170256689
"6","11",2065654.62614669,3.07228069909646,5.97058527611339,2.90821117916227
"7","11",2131697.90466184,3.280768681754,5.14646788406499,0.658882983849569
"8","11",1011033.18980637,3.98353403284171,3.38044732691442,3.05610862610312
"9","11",576191.930066564,1.09186350768067,0.281755259094735,0.849887508639178
"10","11",428719.643465884,1.66872538602463,1.20482304423705,1.87950325966305
"11","11",0,0,0,0
